new_id	phase	G__Bacteroides	G__Dialister	G__Alistipes	G__Escherichia.Shigella	G__Subdoligranulum	G__Parabacteroides	G__Sutterella	G__Acidaminococcus	G__Parasutterella	G__Enterobacter	G__Citrobacter	F__Lachnospiraceae	G__Akkermansia	G__Anaerotruncus	G__Streptococcus	G__Barnesiella	G__Prevotella	G__Klebsiella	F__Ruminococcaceae	O__Clostridiales	F__Enterobacteriaceae	G__Phascolarctobacterium	G__Roseburia	G__Faecalibacterium	G__Flavonifractor	O__Burkholderiales	G__Ruminococcus	G__Oscillibacter	G__Haemophilus	G__Proteus	G__Collinsella	F__Erysipelotrichaceae	G__Ruminococcus2	G__Anaerostipes	G__Odoribacter	G__Veillonella	G__Paraprevotella	C__Alphaproteobacteria	G__Clostridium_IV	G__Romboutsia	G__Hafnia	P__Firmicutes	F__Porphyromonadaceae	G__Lactobacillus	G__Clostridium_XVIII	G__Coprobacter	G__Bilophila	O__Bacteroidales	G__Turicibacter	G__Sporobacter	G__Holdemanella	G__Pseudomonas	G__Eisenbergiella	G__Enterococcus	G__Blautia	G__Halomonas	G__Pseudoflavonifractor	G__Clostridium_XlVa	G__Intestinibacter	G__Dorea	G__Desulfovibrio	G__Eggerthella	G__Fusicatenibacter	G__Clostridium_sensu_stricto	G__Oxalobacter	G__Megamonas	P__Proteobacteria	G__Coprococcus	G__Fusobacterium	G__Anaerovorax	G__Shewanella	G__Acinetobacter	G__Dysgonomonas	G__Staphylococcus	P__Bacteroidetes	G__Asteroleplasma	G__Terrisporobacter	K__Bacteria	G__Butyricimonas	G__Clostridium_XlVb	G__Treponema	G__Succinivibrio	G__Catenibacterium	G__Morganella	G__Faecalicoccus	F__Streptophyta	G__Microbacter	F__Clostridiales_Incertae_Sedis_XII	F__Sutterellaceae	G__Intestinimonas	G__Butyricicoccus	G__Holdemania	F__Desulfovibrionaceae	G__Alloprevotella	G__Coprobacillus	G__Megasphaera	G__Comamonas	F__Rikenellaceae	F__Prevotellaceae	F__Coriobacteriaceae	G__Pluralibacter	G__Senegalimassilia	G__Rothia	G__Faecalitalea	G__Succiniclasticum	F__Flavobacteriaceae	G__Burkholderia	G__Mitsuokella	G__Solobacterium	G__Butyrivibrio	G__Allisonella	G__Olsenella	G__Bifidobacterium	G__Anaeroglobus	G__Selenomonas	G__Cellulosilyticum	G__Pyramidobacter	G__Rikenella	G__Paraeggerthella	G__Lactococcus	G__Propionibacterium	G__Catabacter	G__Peptococcus	G__Porphyromonas	G__Propionispira	F__Veillonellaceae	G__Providencia	G__Mogibacterium	G__Weissella	G__Granulicatella	C__Clostridia	G__Actinomyces	G__Pediococcus	G__Hungatella	G__Serratia	G__Slackia	G__Raoultella	C__Gammaproteobacteria	G__Kluyvera	G__Delftia	G__Salmonella	G__Howardella	G__Asaccharobacter	G__Fusibacter	F__Acidaminococcaceae	P__Candidatus_Saccharibacteria	G__Ethanoligenens	G__Gemella	G__Atopobium	C__Mollicutes	G__Campylobacter	G__Empedobacter	G__Lactonifactor	G__Christensenella	G__Marvinbryantia	G__Victivallis	G__Gordonibacter	G__Oribacterium	G__Coriobacterium	G__Parvimonas	G__Flavobacterium	G__Anaerofilum	G__Pseudarcicella	G__Microbacterium	O__Cytophagales	G__Corynebacterium	F__Clostridiales_Incertae_Sedis_XIII	G__Cronobacter	G__Salinicola	C__Bacilli	G__Anaerobiospirillum	G__Pseudobacteroides	G__Helicobacter	G__Parvibacter	G__Clostridium_XI	G__Acetobacteroides	G__Gemmiger	G__Sediminibacterium	G__Coraliomargarita	G__Elusimicrobium	G__Stenotrophomonas	G__Cloacibacillus	G__Acetanaerobacterium	G__Diaphorobacter	G__Succinatimonas	F__Marinilabiliaceae	G__Robinsoniella	G__Sneathia	G__Peptostreptococcus	G__Murimonas	G__Rhodoluna	G__Desulfonispora	G__Papillibacter	G__Eikenella	F__Clostridiales_Incertae_Sedis_XI	G__Cryptobacterium	G__Sphingobium	G__Eubacterium	G__Chryseobacterium	G__Brevundimonas	G__Thermicanus	G__Pseudoxanthomonas	G__Cellvibrio	G__Aggregatibacter	O__Gammaproteobacteria_incertae_sedis	G__Hydrogenoanaerobacterium	G__Enhydrobacter	G__Actinobacillus	G__Pseudochrobactrum	F__Cytophagaceae	G__Sporosarcina	G__Aeromonas	G__Anaerosporobacter	O__Bacillales	G__Paracoccus	G__Fluviicola	G__Alcaligenes	G__Ezakiella	P__Parcubacteria	G__Catenisphaera	G__Peptoniphilus	G__Acetobacterium	G__Neisseria	G__Cupriavidus	G__Leuconostoc	G__Scardovia	G__Oligella	G__Cloacibacterium	G__Acidovorax	F__Peptococcaceae_1	G__Abiotrophia	G__Allobaculum	G__Achromobacter	G__Lachnoanaerobaculum	G__Syntrophococcus	G__Undibacterium	G__Schwartzia	G__Variovorax	F__Actinomycetaceae	G__Negativicoccus	F__Alcaligenaceae	G__Psychrobacter	G__Lysinibacillus	C__Betaproteobacteria	F__Peptostreptococcaceae	G__Aeriscardovia	G__Mobilitalea	G__Anaerofustis	G__Sphingobacterium	G__Sedimentibacter	G__Arcobacter	G__Bacillus	G__Janthinobacterium	G__Marinomonas	G__Limnohabitans	G__Sphingomonas	G__Ralstonia	G__Curvibacter	G__Legionella	F__Cyclobacteriaceae	G__Roseomonas	G__Aerococcus	G__Anaeroplasma	G__Mucispirillum	G__Vagococcus	G__Leptotrichia	F__Bacillariophyta	G__Lautropia	G__Thermoactinomyces	G__Adlercreutzia	G__Pectobacterium	G__Asticcacaulis	G__Pelomonas	G__Cellulosimicrobium	G__Tabrizicola	G__Rhizobium	G__Duganella	F__Peptoniphilaceae	G__Deinococcus	G__Rhizobacter	G__Shinella	G__Lysobacter	G__Listeria	G__Enterorhabdus	F__Oxalobacteraceae	G__Trichococcus	G__Brevibacterium	G__Parasporobacterium	G__Nocardioides	F__Cryomorphaceae	O__Myxococcales	G__Paludibacter	G__Aquicella	G__Murdochiella	G__Alloscardovia	G__Finegoldia	G__Anaerococcus	G__Kocuria	G__Nosocomiicoccus	G__Bacteriovorax	O__Lactobacillales	F__Rhodocyclaceae	G__Kingella	F__Rhodobacteraceae	G__Pelospora	O__Rhizobiales	O__Flavobacteriales	G__Labilithrix	G__Phycicola	F__Neisseriaceae	G__Bosea	G__Ornithinimicrobium	F__Microbacteriaceae	G__Caulobacter	G__Yokenella	G__Macellibacteroides	G__Novosphingobium	G__Anoxybacillus	G__Methylobacterium	G__Hymenobacter	G__Ochrobactrum	O__Actinomycetales	NA	G__Pseudoalteromonas	F__Clostridiaceae_4	F__Leptotrichiaceae	G__Bdellovibrio	G__Arenimonas	G__Gallicola	G__Psychromonas	G__Rhodoferax	F__Intrasporangiaceae	O__Gp16	G__Mobiluncus	G__Anaerosphaera	G__Dolosigranulum	G__Hyphomicrobium	C__Epsilonproteobacteria	G__Guggenheimella	F__Rickettsiaceae	F__Clostridiaceae_1	C__Deltaproteobacteria	G__Methylomarinum	G__Tepidimonas	G__Trueperella	G__Polynucleobacter	G__Vibrio	P__Microgenomates	C__Cyanobacteria	G__Lachnospira	G__Obesumbacterium	F__Chloroflexaceae	G__Alkanindiges	G__Marmoricola	G__Arthrobacter	G__Clavibacter	G__Kytococcus	G__Sphingorhabdus	F__Burkholderiales_incertae_sedis	G__Mangrovibacter	G__Bradyrhizobium	G__Geothrix	G__Anaerobacter	G__Rhodococcus	G__Pseudocitrobacter	G__Thermomonas	G__Polaromonas	G__Daeguia	G__Capnocytophaga	O__Blastocatella	G__Propionivibrio	G__Ensifer	G__Diplorickettsia	G__Bulleidia	G__Cardiobacterium	G__Armatimonas.Armatimonadetes_gp1	G__Leifsonia	O__Gp6	G__Solirubrobacter	G__Methylotenera	G__Luteococcus	G__Spirochaeta
2020-023_PSC_0107	BL	631	1790	413	818	107	194	106	480	15	0	51	1955	0	7	367	131	10721	0	2082	448	38	5	39	1701	10	0	23	1527	42	0	16	22	35	0	0	30	1028	0	130	20	0	67	0	537	0	0	20	348	0	0	27	0	0	0	17	2	0	55	0	0	0	0	0	22	0	0	0	493	0	21	0	0	0	0	0	0	0	11	70	0	0	0	20	0	0	8	0	0	0	7	19	0	0	709	0	0	0	0	35	0	0	26	0	0	0	0	0	153	0	0	0	18	0	0	0	0	0	0	0	12	0	9	0	0	0	0	0	0	57	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0108	BL	16220	1988	3720	148	112	1869	4543	0	156	0	0	3823	0	11	0	0	476	0	1295	143	0	0	1206	3024	62	4	2876	207	0	0	237	135	87	72	396	0	3081	862	30	11	0	1305	0	385	71	97	388	0	0	0	0	0	0	0	90	0	45	2341	15	55	0	0	27	0	0	0	0	27	0	83	0	0	0	0	0	0	0	0	14	94	0	0	0	0	0	0	0	0	0	0	37	27	0	0	0	0	0	0	0	52	0	28	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0110	BL	2333	455	0	0	0	1236	0	0	283	4254	0	90	0	0	468	12	0	1579	81	0	0	0	101	1036	19	0	0	33	40	0	51	53	0	22	0	3187	0	0	8	0	0	0	0	213	340	0	0	0	0	0	0	0	0	0	148	0	40	369	15	0	0	0	0	13	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0111	BL	9722	4130	207	0	1541	1311	0	0	981	0	2273	1890	0	106	68	0	0	0	555	0	0	0	869	660	378	0	0	205	0	0	83	578	34	88	84	0	0	0	339	0	0	282	0	0	52	477	0	0	0	0	0	0	309	24	313	0	201	1686	0	35	0	0	27	0	0	0	5	0	0	42	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	56	0	53	0	15	31	48	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	13	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0112	BL	8843	2326	1725	523	200	956	2475	3202	149	0	32	3767	293	195	64	373	0	0	538	36	0	0	143	482	19	105	1472	295	87	0	127	0	20	29	101	8	492	0	3	0	0	39	2043	140	0	0	68	0	30	0	59	0	0	0	154	5	0	86	0	59	0	3	132	14	0	0	0	351	0	26	3	0	0	0	38	3990	0	263	0	7	0	0	0	0	0	0	0	0	0	4	68	0	0	156	0	0	0	0	0	17	0	0	0	0	0	0	0	0	72	0	0	64	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0114	BL	12392	2829	3095	0	1726	2317	0	0	922	0	0	3064	350	112	162	0	0	0	379	41	0	0	1036	468	46	0	1431	47	33	0	0	392	1214	76	131	8	0	0	92	0	0	679	0	55	92	236	0	0	0	0	0	0	15	0	394	8	236	253	11	70	0	0	113	0	0	0	351	6	0	0	6	0	0	0	0	0	0	0	0	43	0	0	0	0	0	69	0	0	0	21	21	83	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0116	BL	3197	259	1207	281	187	216	0	95	895	0	36	576	0	49	112	239	0	0	1166	2983	86	0	64	599	0	359	139	1249	159	0	460	114	0	119	140	17	0	0	50	7	0	1347	0	212	0	363	55	303	0	0	0	0	0	0	89	0	55	26	24	9	0	26	16	6	0	0	47	58	0	0	0	0	0	0	0	0	15	126	252	4	0	0	0	0	0	0	0	0	0	9	21	3	0	84	0	0	0	0	0	14	0	20	0	0	0	1136	0	0	0	0	26	15	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	78	58	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0117	BL	5861	0	1817	2564	65	1168	0	0	1830	0	0	1010	33	27	81	1909	0	52	410	9	139	636	151	105	453	0	172	718	0	0	0	7	21	0	97	2	0	0	48	0	0	47	0	6	43	50	0	0	0	0	0	0	69	0	0	0	195	155	5	27	0	0	5	0	0	11	0	0	0	0	0	0	0	2	0	0	0	33	0	268	0	0	0	0	0	5	0	0	0	228	9	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	44	0	14	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0120	BL	6798	5685	28	699	133	2084	852	0	6	0	0	529	0	41	492	146	2359	0	44	10	0	0	10	78	144	0	0	300	0	0	83	71	67	74	80	0	647	0	28	0	0	0	0	19	0	8	338	0	3	0	0	0	0	0	673	0	0	1106	0	57	0	0	13	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	64	0	0	0	0	518	0	0	0	0	0	0	0	0	9	0	44	0	0	0	0	0	0	0	0	0	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0121	BL	7336	1386	905	4226	50	97	0	0	626	0	42	789	7	12	75	263	0	0	169	31	0	0	432	475	0	0	98	155	0	0	0	6	14	20	0	7	0	20	0	0	0	50	0	0	17	0	59	0	0	0	0	0	0	0	0	0	59	97	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	71	0	0	0	0	0	0	0	0	0	22	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0122	BL	34103	548	0	6756	0	0	136	0	0	0	0	754	0	0	59	0	3	0	0	0	0	0	828	1255	0	0	0	0	166	0	0	0	871	84	0	980	0	0	37	0	0	489	0	0	64	0	0	0	0	0	0	0	7	0	261	0	0	786	0	58	0	2	0	0	0	0	0	23	25	578	0	0	0	93	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0124	BL	7205	1361	4692	3024	42	809	0	0	363	0	0	1407	878	544	66	1222	26	0	3967	598	0	0	363	8	229	0	787	499	0	0	0	1277	350	80	245	0	0	0	463	9	0	93	0	0	222	0	425	41	21	0	0	0	57	0	445	0	236	693	0	0	192	58	776	15	0	0	284	28	0	80	0	0	0	0	0	0	0	0	286	168	0	0	0	0	0	0	0	0	0	19	84	21	0	0	80	0	0	0	0	54	0	0	0	0	0	8	0	0	0	0	13	0	0	0	0	0	0	0	0	0	20	54	0	27	0	0	0	41	0	0	0	6	0	0	0	0	0	0	0	0	0	0	78	21	0	0	0	5	0	0	34	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
