new_id	phase	P__Actinobacteria	P__Proteobacteria	P__Bacteroidetes	P__Firmicutes	P__Cyanobacteria.Chloroplast	P__Parcubacteria	P__Fusobacteria	K__Bacteria	NA	P__SR1	P__Candidatus_Saccharibacteria	P__Verrucomicrobia	P__Deferribacteres	P__Chloroflexi	P__Acidobacteria	P__Spirochaetes	P__Deinococcus.Thermus	P__Fibrobacteres	P__Tenericutes	P__Planctomycetes	P__Armatimonadetes	P__Gemmatimonadetes	P__Nitrospirae	P__Latescibacteria	P__Elusimicrobia	P__Ignavibacteriae	P__Microgenomates	P__Cloacimonetes	P__Synergistetes	P__candidate_division_WPS.1	P__Caldiserica	P__Chlamydiae	P__Lentisphaerae
2020-023_PSC_0403	BL	469	1431	866	1019	0	326	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0405	BL	1070	3897	903	2426	1295	524	0	387	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0406	BL	5304	4305	2209	1040	680	1286	0	1473	0	0	681	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
2020-023_PSC_0407	BL	226	249	36	143	8	63	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0410	BL	2433	5203	1490	1199	1472	1867	0	1252	48	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0411	BL	1742	10814	14888	561	1304	1093	0	1130	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0413	BL	1814	2297	862	3048	334	213	0	765	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0415	BL	745	2319	656	1036	828	432	0	1121	4	0	409	0	0	0	119	0	0	0	0	0	0	140	0	0	0	0	3	0	0	0	0	0	0
2020-023_PSC_0416	BL	978	419	106	450	34	36	0	16	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
2020-023_PSC_0417	BL	69	405	149	148	79	26	16	123	11	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0418	BL	67	150	386	172	10	11	0	11	2	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0420	BL	275	482	175	52	19	29	0	101	21	0	4	0	0	16	180	0	0	0	0	0	3	39	0	0	0	0	0	0	0	9	0	0	0
2020-023_PSC_0422	BL	289	496	494	677	171	12	0	111	27	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0423	BL	1503	10992	26715	8459	1038	413	0	2245	42	0	366	38	0	28	288	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0424	BL	2153	1811	4317	17526	226	182	0	633	0	0	0	85	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0425	BL	480	322	21280	8846	0	20	0	114	0	0	0	958	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0426	BL	266	1059	265	87	487	73	0	103	9	0	3	11	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0427	BL	42	95	1740	1224	11	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0428	BL	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0429	BL	93	177	36	143	40	176	0	2	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0431	BL	1719	4377	1466	1277	507	335	988	905	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0433	BL	3861	7059	7285	9832	218	1082	0	1127	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0434	BL	1250	10509	2040	5290	1577	400	0	3349	93	0	0	160	0	0	0	0	238	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0435	BL	96	336	19	29	13	14	0	15	0	0	7	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0436	BL	191	259	163	140	11	43	0	23	19	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2020-023_PSC_0441	BL	58	265	184	264	46	36	20	74	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0443	BL	1990	4835	1135	1547	1442	150	0	1698	16	0	1068	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0445	BL	369	2514	4408	5232	495	534	3101	512	7	0	779	0	0	30	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0447	BL	1279	5903	9232	3902	0	410	193	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0448	BL	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0449	BL	490	882	70	164	110	65	0	174	3	0	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0451	BL	536	3673	978	2092	733	264	0	936	6	0	181	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0452	BL	3066	3121	872	4722	138	46	309	575	29	76	43	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0454	BL	152	549	3364	2862	11	31	0	24	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0455	BL	1177	1801	540	1008	263	0	0	375	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0457	BL	1639	2463	2178	931	279	529	0	248	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
2020-023_PSC_0459	BL	31	352	243	10	18	62	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0460	BL	1872	6057	1480	1070	2736	937	121	873	0	0	661	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	40	0	0	0	0	0	0
2020-023_PSC_0463	BL	103	904	699	221	15	32	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0466	BL	1088	9076	8598	1851	742	487	0	1356	0	0	74	0	0	0	199	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0467	BL	517	594	741	925	30	44	0	39	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0468	BL	11	91	11	25	8	5	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0469	BL	755	2379	2415	2746	471	804	0	279	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0472	BL	564	1439	3001	1135	328	59	47	116	10	33	9	16	0	14	23	6	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0474	BL	118	244	157	162	24	11	0	40	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0476	BL	404	3934	15433	11687	18	218	0	174	0	0	142	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0481	BL	1631	17038	4395	2754	153	15	0	834	0	0	160	3	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0482	BL	221	2214	3	624	688	831	0	868	54	0	0	0	0	0	0	271	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0484	BL	111	338	149	234	93	53	0	120	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0486	BL	2567	3978	977	3130	1093	484	0	475	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
2020-023_PSC_0487	BL	1217	7253	16056	10406	491	252	0	1825	21	0	0	78	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0488	BL	1735	1295	509	5225	105	110	0	61	14	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0490	BL	130	693	886	144	73	98	0	111	0	0	19	7	0	0	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0491	BL	3361	7279	2197	1819	1830	542	0	1348	361	97	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
2020-023_PSC_0492	BL	89	95	89	172	20	5	0	22	26	0	10	11	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0493	BL	1694	3029	625	2290	710	1112	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0494	BL	737	1371	698	847	113	413	0	173	24	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0495	BL	115	346	133	189	9	15	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0497	BL	6859	7485	2589	6546	998	1112	0	1151	23	35	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	35	0	0	0	0	0	0
2020-023_PSC_0498	BL	98	601	419	356	185	86	0	145	10	0	93	0	0	0	0	0	0	0	42	0	0	18	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0500	BL	148	699	366	187	270	64	0	355	25	0	51	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	19	0	0	0	0	0
2020-023_PSC_0501	BL	2928	6653	1758	4878	125	138	0	69	6	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0502	BL	2017	4260	1141	8859	174	401	0	918	105	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0504	BL	104	260	248	122	6	13	0	27	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0507	BL	798	1106	790	1271	78	64	0	271	0	0	8	10	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0509	BL	16	33	141	285	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0510	BL	1269	2273	685	3219	322	25	0	144	53	0	176	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0513	BL	1332	5540	868	1693	452	328	0	1172	0	0	272	9	0	0	89	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0516	BL	283	619	179	461	91	159	103	264	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0517	BL	969	12826	243	349	1217	265	0	408	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0518	BL	0	111	73	2	0	4	0	5	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0519	BL	87	354	52	129	111	57	0	103	18	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0520	BL	186	735	511	229	32	70	0	66	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0521	BL	478	6230	6398	234	324	121	0	293	0	24	17	36	0	54	88	19	0	0	10	10	13	0	0	0	0	0	4	0	0	0	0	0	0
2020-023_PSC_0522	BL	1240	1587	758	415	0	103	0	1335	31	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0523	BL	5247	31983	2582	6963	2106	2352	0	378	0	0	1543	0	0	0	405	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
2020-023_PSC_0524	BL	2550	5131	8027	6391	772	204	0	659	21	0	95	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
2020-023_PSC_0526	BL	376	6399	8584	751	444	433	0	1093	35	0	363	6	0	0	127	46	0	0	89	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0529	BL	220	192	368	624	547	53	0	84	3	0	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0530	BL	5764	8977	1070	570	1800	69	0	552	0	0	113	0	0	1934	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0531	BL	1135	13374	2557	2622	7271	483	0	1165	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0533	BL	1053	1884	1281	1392	142	55	0	153	0	0	21	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0535	BL	24	273	3671	3495	0	22	0	40	4	0	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0536	BL	7	204	38	66	19	8	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0537	BL	1636	3447	2441	1622	273	275	0	669	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
2020-023_PSC_0538	BL	122	51	46	91	0	15	0	9	7	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0540	BL	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0541	BL	1631	1923	1250	2591	218	78	114	160	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0542	BL	253	85	283	287	162	6	87	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0545	BL	79	491	93	86	13	35	0	46	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0546	BL	2713	2593	830	3368	121	100	0	677	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0548	BL	305	9591	3151	4610	264	726	0	1350	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0552	BL	2216	13070	2567	4848	673	1716	0	1792	265	392	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0
2020-023_PSC_0553	BL	1028	15802	18213	2294	962	1763	0	2344	0	176	454	402	0	0	97	212	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0555	BL	70	258	123	72	36	0	0	56	0	0	4	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0556	BL	179	647	711	412	0	15	0	291	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
2020-023_PSC_0557	BL	137	723	944	103	36	25	0	117	0	0	0	19	0	0	43	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0558	BL	2225	1210	91	10418	129	39	0	308	0	0	0	10	0	0	7	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0559	BL	39	765	57	125	228	89	0	283	38	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0560	BL	12	158	118	91	27	3	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0562	BL	7	174	73	65	0	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0563	BL	2840	5460	1233	2630	0	318	0	304	127	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0564	BL	5743	11926	1731	7163	0	2006	0	1844	0	0	0	21	0	259	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0565	BL	2072	8324	1145	3055	5	398	0	513	129	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0567	BL	0	2731	717	674	230	234	0	481	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0569	BL	40	159	35	42	25	6	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0570	BL	148	508	61	105	14	20	0	99	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0571	BL	3331	6524	901	2609	758	267	0	1012	0	0	223	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0572	BL	2756	10364	16491	23947	325	259	0	1361	0	0	56	96	0	112	204	88	0	0	0	92	80	0	0	0	0	0	0	0	20	0	0	14	0
2020-023_PSC_0573	BL	13471	7669	3053	3175	574	158	0	1002	2	0	178	75	0	0	128	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0574	BL	416	2867	3885	1326	46	250	0	318	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0575	BL	1424	2931	926	2140	264	97	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0576	BL	507	1292	444	402	585	129	0	644	23	133	101	24	0	0	51	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0577	BL	1596	4508	1202	2449	2287	597	0	1234	224	138	1108	8	0	0	45	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
2020-023_PSC_0580	BL	47	100	907	615	9	4	0	29	5	0	3	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0582	BL	421	998	484	185	135	54	0	191	4	0	0	0	0	18	257	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0583	BL	12	82	130	16	2	0	0	2	0	3	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0584	BL	44	168	191	92	46	16	12	41	27	0	11	2	0	0	5	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0585	BL	4140	2505	723	2768	378	762	0	538	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0586	BL	150	747	6593	16302	87	20	0	100	0	0	71	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0589	BL	68	98	50	50	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0590	BL	222	1682	558	674	173	234	0	81	22	0	64	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0591	BL	0	3709	464	1579	0	1796	0	588	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0596	BL	197	126	108	304	36	10	0	8	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0597	BL	111	211	72	138	12	31	0	25	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
2020-023_PSC_0598	BL	18	149	114	16	5	14	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0599	BL	1029	18432	2746	1153	6881	302	0	878	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0600	BL	247	1771	894	586	1134	305	0	696	2	279	91	16	0	71	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0601	BL	410	1215	310	567	152	69	0	117	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0602	BL	143	503	45	1031	319	2	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2020-023_PSC_0604	BL	6089	11113	3832	2738	1964	1624	0	1699	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0605	BL	1723	312	143	2045	11	16	18	59	0	0	8	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2020-023_PSC_0606	BL	5684	11988	4366	5615	2215	1407	0	1003	0	0	0	209	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0608	BL	2106	5759	1594	2432	0	1603	0	1290	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0609	BL	9681	2603	687	5105	126	192	14	90	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0610	BL	298	170	91	104	0	59	4	93	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0611	BL	5020	3322	2065	1916	1171	662	0	1014	7	0	0	30	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0612	BL	640	222	107	271	6	25	0	17	41	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0613	BL	2379	5815	928	2479	205	255	105	460	192	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
2020-023_PSC_0615	BL	6637	21491	2447	8329	0	908	0	1091	31	0	0	237	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0617	BL	617	3378	1337	1243	411	239	0	108	0	0	0	33	0	0	650	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0620	BL	24	19	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0621	BL	327	975	885	899	63	97	16505	65	0	0	9	10	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0
2020-023_PSC_0622	BL	9388	13763	4749	6962	1905	3167	0	1493	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0625	BL	76	156	87	34	27	36	0	34	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0626	BL	144	338	171	274	164	25	0	97	14	55	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0627	BL	0	17	7	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0628	BL	254	1495	244	451	342	172	0	152	78	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0629	BL	491	821	934	1527	392	166	0	626	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0630	BL	690	4650	0	2215	392	1074	0	985	40	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0631	BL	73	507	13196	13614	0	2	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0632	BL	31	221	61	136	16	44	0	47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0633	BL	322	1132	178	1009	60	133	0	108	18	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0635	BL	2454	3468	1453	1952	1828	1519	0	1459	0	182	378	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0636	BL	850	1485	711	680	0	227	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
2020-023_PSC_0637	BL	2384	11657	2005	3042	491	1523	0	586	0	0	368	52	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0640	BL	9207	74069	15665	19577	1099	684	2136	1107	0	0	48	0	0	0	205	491	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0641	BL	13688	8905	822	6661	43	141	0	1068	123	0	228	359	0	0	1352	0	103	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0644	BL	63	216	147	77	67	5	0	150	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0645	BL	2806	1986	972	1495	130	121	0	528	33	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
2020-023_PSC_0646	BL	132	826	185	280	28	2	0	181	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0647	BL	26	76	34	27	5	18	0	11	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0649	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
