new_id	phase	O__Flavobacteriales	O__Bacillales	O__Burkholderiales	K__Bacteria	O__Actinomycetales	O__Sphingomonadales	O__Campylobacterales	O__Rhodobacterales	O__Enterobacteriales	O__Pseudomonadales	O__Chloroplast	P__Parcubacteria	O__Selenomonadales	O__Cytophagales	O__Bacteroidales	O__Oligoflexales	O__Lactobacillales	P__Proteobacteria	O__Rhizobiales	O__Vibrionales	C__Gammaproteobacteria	O__Clostridiales	C__Alphaproteobacteria	O__Blastocatella	O__Caulobacterales	O__Sphingobacteriales	C__Deltaproteobacteria	O__Coriobacteriales	O__Myxococcales	C__Bacilli	O__Neisseriales	O__Legionellales	O__Family_I	C__Cyanobacteria	O__Bdellovibrionales	O__Rhodospirillales	P__Cyanobacteria.Chloroplast	O__Pasteurellales	O__Gemmatimonadales	O__Solirubrobacterales	P__Candidatus_Saccharibacteria	P__Firmicutes	P__Bacteroidetes	O__Chromatiales	C__Actinobacteria	O__Methylophilales	O__Family_VIII	O__Rickettsiales	O__Family_II	O__Gp6	O__Hydrogenophilales	O__Gp3	O__Deinococcales	O__Thermoanaerobacterales	O__Desulfuromonadales	O__Alteromonadales	O__Armatimonadales	O__Mycoplasmatales	O__Caldilineales	O__Xanthomonadales	O__Verrucomicrobiales	O__Rhodocyclales	P__SR1	O__Erysipelotrichales	C__Acidobacteria_Gp4	O__Gaiellales	O__Nitrosomonadales	O__Desulfovibrionales	O__Aridibacter	O__Aeromonadales	O__Spirochaetales	O__Family_VI	O__Gp4	C__Betaproteobacteria	P__Chloroflexi	O__Desulfobacterales	O__Nitrospirales	Unassigned	P__Planctomycetes	O__Gammaproteobacteria_incertae_sedis	O__Family_XI	C__Spartobacteria	O__Gp16	O__Phycisphaerales	O__Family_X	C__Epsilonproteobacteria	P__Acidobacteria	O__Acidimicrobiales	C__Acidobacteria_Gp3	O__Gp17	O__Fibrobacterales	O__Ferrovales	O__Methylococcales	O__Chloroflexales	O__Fusobacteriales	O__Terriglobus	O__Rubrobacterales	O__Thiotrichales	O__Thermoleophilales	O__Planctomycetales	P__Verrucomicrobia	O__Alphaproteobacteria_incertae_sedis	C__Subdivision3	C__Armatimonadetes_gp5	O__Thermales	C__Chloroflexia	O__Anaeroplasmatales	O__Synergistales	C__Clostridia	P__Microgenomates	O__Anaerolineales	O__Tepidisphaerales	O__Deferribacterales	O__Opitutales	C__Candidatus_Cloacamonas	O__Bryobacter	O__Holophagales	O__Gp11	O__Oceanospirillales	O__Syntrophobacterales	O__Procabacteriales	O__Family_IV	O__Eilatimonas	O__Gallionellales	P__candidate_division_WPS.1	C__Thermomicrobia	O__Granulicella	O__Sphaerobacterales	O__Gp10	O__Bifidobacteriales	O__Sneathiellales	O__Magnetococcales	P__Actinobacteria	O__Entomoplasmatales	O__Fimbriimonadales	O__Chitinivibrionales	C__Candidatus_Hydrogenedens	P__Latescibacteria	O__Sulfuricellales	O__Candidatus_Endomicrobium	P__Lentisphaerae	O__Ignavibacteriales	O__Oligosphaerales	O__Orbales	O__Terrimicrobium	C__Opitutae	O__Victivallales	C__Armatimonadetes_gp4
2020-023_PSC_0234	BL	1127	6078	3175	810	2889	261	0	761	763	1577	69	99	42	211	276	0	709	0	140	0	0	1770	4	0	133	114	0	72	47	0	0	39	159	38	0	221	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	57	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0235	BL	2059	3451	3096	3501	4221	32	257	0	775	884	0	488	0	392	1956	379	975	0	1217	0	59	802	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0239	BL	10952	1042	5833	6801	2892	1739	0	836	137	274	1240	2168	0	989	0	95	0	1446	234	0	719	1908	333	53	0	351	464	0	249	0	0	226	0	0	288	0	195	0	0	0	254	0	165	0	0	173	0	0	0	0	0	0	0	0	164	0	0	0	0	80	120	0	112	0	0	0	123	0	0	0	0	0	0	268	0	0	0	354	0	0	0	45	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	34	86	0	0	0	0	0	0	0	0	41	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0243	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0274	BL	3372	6423	3354	1237	2077	252	0	593	197	443	222	491	0	482	0	80	175	308	865	0	37	688	262	0	166	81	0	0	18	0	0	427	0	119	0	79	0	0	0	0	70	0	28	0	0	0	0	0	0	0	0	79	0	0	0	5	0	0	0	57	0	31	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	5	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0284	BL	18077	1275	4210	2727	519	299	52	328	141	301	3695	130	7	855	73	79	47	655	351	6	210	350	327	111	60	304	115	0	144	0	95	144	23	0	15	111	17	0	24	0	28	56	306	58	37	46	10	123	10	6	0	109	30	0	0	5	21	0	82	35	0	33	16	0	0	0	0	0	0	6	55	0	8	87	6	0	0	4	0	6	0	14	9	8	0	0	0	12	0	0	0	29	7	11	0	0	0	10	0	8	10	0	7	0	0	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2020-023_PSC_0285	BL	2178	5105	2525	1583	819	315	0	55	247	571	147	477	0	121	299	100	786	103	477	0	214	931	260	54	0	142	0	0	114	0	0	216	60	0	0	0	0	0	0	0	21	11	70	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	28	64	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0292	BL	1969	206	1984	909	370	103	0	258	173	126	803	444	0	531	84	0	251	115	9	0	127	928	449	0	0	114	0	142	90	0	0	0	0	120	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	20	0	0	105	0	0	0	0	0	32	0	0	0	0	0	0	98	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0299	BL	4957	258	3887	1800	1373	775	41	463	44	868	260	395	165	963	265	0	206	209	1120	0	280	287	0	0	0	246	0	0	296	0	107	143	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	17	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	57	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0302	BL	4279	37959	1728	1956	19599	272	864	260	1508	946	758	610	0	296	184	255	6193	399	90	0	38	503	192	0	98	81	34	0	51	0	369	186	0	0	161	0	0	0	0	0	0	0	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	54	7	154	0	0	0	0	89	0	0	0	0	86	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0313	BL	3957	2652	2744	1621	399	264	0	267	315	213	604	382	0	387	0	80	232	231	69	0	45	309	150	0	0	111	131	0	100	0	0	13	79	55	35	386	0	98	71	10	48	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	99	9	19	0	0	25	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	27	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
