new_id	phase	O__Actinomycetales	O__Oceanospirillales	O__Burkholderiales	O__Flavobacteriales	O__Lactobacillales	O__Bacillales	O__Enterobacteriales	O__Pseudomonadales	O__Neisseriales	O__Bacteroidales	O__Chloroplast	O__Clostridiales	O__Chromatiales	O__Pasteurellales	O__Sphingomonadales	P__Parcubacteria	C__Gammaproteobacteria	O__Fusobacteriales	O__Rhodobacterales	O__Rhizobiales	O__Sphingobacteriales	O__Selenomonadales	C__Alphaproteobacteria	K__Bacteria	P__Firmicutes	O__Family_I	O__Rhodospirillales	O__Xanthomonadales	O__Caulobacterales	O__Erysipelotrichales	NA	C__Betaproteobacteria	C__Deltaproteobacteria	P__Proteobacteria	P__Bacteroidetes	O__Coriobacteriales	O__Cytophagales	O__Myxococcales	O__Legionellales	O__Rhodocyclales	O__Campylobacterales	O__Bdellovibrionales	O__Hydrogenophilales	O__Methylophilales	O__Desulfovibrionales	P__SR1	C__Cyanobacteria	P__Candidatus_Saccharibacteria	O__Nitrosomonadales	O__Verrucomicrobiales	O__Solirubrobacterales	O__Deferribacterales	O__Sphaerobacterales	P__Chloroflexi	O__Chloroflexales	O__Cardiobacteriales	O__Rickettsiales	O__Aeromonadales	O__Gp6	C__Acidobacteria_Gp4	O__Gp4	O__Spirochaetales	O__Alphaproteobacteria_incertae_sedis	O__Acidimicrobiales	O__Thermales	O__Family_VI	O__Gp3	O__Deinococcales	O__Fibrobacterales	C__Actinobacteria	O__Blastocatella	O__Mycoplasmatales	O__Family_IV	O__Gp1	O__Alteromonadales	O__Terriglobus	O__Aridibacter	O__Planctomycetales	O__Oligoflexales	O__Family_VIII	O__Methylococcales	C__Clostridia	O__Gp16	O__Thermoleophilales	O__Sulfuricellales	P__Verrucomicrobia	O__Armatimonadales	P__Cyanobacteria.Chloroplast	O__Candidatus_Solibacter	P__Actinobacteria	O__Chitinivibrionales	O__Bifidobacteriales	O__Gemmatimonadales	O__Desulfuromonadales	O__Nitrospirales	O__Desulfobacterales	P__Planctomycetes	O__Gammaproteobacteria_incertae_sedis	O__Anaerolineales	O__Gaiellales	P__Latescibacteria	O__Candidatus_Endomicrobium	O__Gallionellales	O__Dehalococcoidales	C__Subdivision3	O__Gp5	O__Caldilineales	O__Family_IX	C__Bacilli	O__Holophagales	O__Family_X	O__Terrimicrobium	O__Thiotrichales	O__Anaeroplasmatales	C__Spartobacteria	O__Tepidisphaerales	O__Ignavibacteriales	O__Phycisphaerales	C__Armatimonadetes_gp2	O__Bryobacter	P__Microgenomates	C__Candidatus_Cloacamonas	O__Synergistales	O__Thermoanaerobacterales	O__Acholeplasmatales	O__Procabacteriales	P__candidate_division_WPS.1	O__Opitutales	O__Ferrovales	O__Gp17	O__Gp22	C__Armatimonadetes_gp5	O__Rubrobacterales	O__Family_II	O__Deltaproteobacteria_incertae_sedis	C__Thermomicrobia	O__Vibrionales	C__Chloroflexia	O__Gp2	O__Caldisericales	O__Gp10	O__Gp7	O__Puniceicoccales	O__Halanaerobiales	O__Syntrophobacterales	C__Planctomycetia	O__Chlamydiales	O__Thermoanaerobaculum	O__Bradymonadales	O__Fimbriimonadales	P__Acidobacteria	C__Opitutae	O__Acidithiobacillales	C__Armatimonadetes_gp4	P__Lentisphaerae
2020-023_PSC_0137	BL	580	0	171	89	100	126	0	83	37	456	33	286	0	60	25	19	0	3	28	53	7	41	4	34	0	0	0	5	0	8	20	6	0	4	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0139	BL	1572	249	841	1444	792	593	104	1336	882	291	104	155	0	254	0	391	108	0	140	48	113	996	136	768	0	0	139	107	3	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0140	BL	48	0	65	8	19	10	0	83	0	24	24	38	0	0	27	63	24	0	0	84	14	0	0	40	9	0	7	24	14	0	6	2	9	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0141	BL	191	0	117	28	72	36	0	76	0	42	121	204	0	0	4	68	29	0	0	44	64	49	0	236	0	0	0	0	0	0	31	0	0	0	59	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0142	BL	3213	2808	481	592	629	508	170	4991	0	1700	1071	1285	110	0	575	544	106	0	181	0	0	303	167	1369	0	0	0	753	0	0	75	203	0	0	101	0	3	0	34	0	0	175	0	0	0	389	0	750	0	84	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0144	BL	214	0	63	69	0	245	0	739	0	6	43	76	0	0	43	64	27	0	456	44	13	6	24	51	0	0	20	8	0	0	5	0	6	14	0	26	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0145	BL	85	0	6	34	15	10	0	250	0	776	0	644	0	0	0	0	0	0	0	0	5	0	0	17	38	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0146	BL	0	0	72	0	0	0	0	23	0	27	0	13	0	0	0	4	0	0	0	3	13	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0147	BL	308	0	245	60	0	195	0	1666	115	335	184	737	45	0	21	141	0	0	144	202	80	0	114	375	0	0	0	39	12	0	24	0	0	95	0	0	0	0	75	113	0	0	0	36	0	0	19	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0149	BL	762	0	1943	414	464	1438	0	489	0	0	387	1325	0	0	311	2	142	0	0	0	167	0	253	159	0	0	0	0	186	0	0	0	0	395	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0150	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0151	BL	268	176	23	0	0	21	0	0	0	92	126	54	0	0	13	42	0	0	9	0	6	0	12	70	0	0	0	0	0	22	19	0	0	4	0	0	14	0	0	9	15	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0152	BL	1078	0	569	5475	91	526	0	467	46	611	222	685	135	28	76	69	133	24	46	14	43	0	0	358	0	0	0	0	25	0	4	55	50	42	23	0	109	80	0	0	0	18	0	19	15	0	0	53	28	0	0	0	0	0	7	0	21	0	35	0	5	31	0	34	0	0	15	0	0	14	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0153	BL	170	0	598	3826	3	24	34	161	55	130	59	156	148	0	0	135	15	0	32	62	59	0	11	301	5	0	0	31	33	16	0	0	16	76	0	0	46	31	13	8	37	16	0	0	0	24	0	55	26	0	0	0	0	0	6	0	22	0	9	0	0	6	0	52	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0154	BL	2217	2265	3304	602	386	0	0	618	0	534	531	1078	0	0	0	532	0	0	224	0	11	0	0	133	0	0	0	0	0	0	97	0	0	0	524	0	0	0	0	189	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0155	BL	2805	349	1598	499	356	408	724	2039	216	0	2309	1939	0	0	800	1270	84	0	503	233	121	0	801	1311	0	0	0	0	249	162	0	6	0	324	541	0	226	76	367	31	0	0	0	0	0	386	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0156	BL	72	33	48	270	4	20	54	468	0	1154	45	940	0	0	3	32	0	0	87	27	14	11	3	58	0	0	0	21	10	126	0	0	7	3	9	22	4	12	3	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0161	BL	0	0	41	0	12	0	0	34	0	98	24	131	0	0	4	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	3	46	24	36	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0162	BL	21	0	299	548	0	1927	0	558	0	817	0	163	0	0	0	265	235	0	0	61	125	0	226	478	0	0	0	0	0	0	4	0	0	0	116	0	135	0	676	0	0	0	0	0	0	181	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0164	BL	233	0	33	71	21	124	0	10	0	61	15	60	0	0	8	55	6	0	14	5	0	7	0	45	16	0	0	0	0	0	8	0	0	0	0	0	0	7	9	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0165	BL	594	0	66	22	20	210	0	45	0	32	64	365	0	0	30	46	37	9	0	41	14	0	0	76	9	0	0	0	0	0	7	12	9	42	0	0	16	7	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0166	BL	48	282	445	0	289	0	0	330	133	0	0	380	0	0	0	0	0	0	0	0	18	0	0	262	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0167	BL	1038	2116	2273	292	324	476	925	11	0	2797	1823	6649	0	0	65	845	0	0	21	308	261	0	1035	2427	0	0	503	0	248	0	218	161	0	618	0	0	116	339	424	0	0	0	0	205	0	2	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0168	BL	1832	0	519	228	47	0	146	472	0	476	731	625	0	0	468	728	0	0	189	203	342	99	340	545	0	0	16	79	0	0	7	0	0	0	0	0	194	0	126	160	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	145	0	0	0	0	0	0	7	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0170	BL	1747	0	1364	549	772	274	240	451	0	524	343	1419	0	0	232	478	194	0	491	78	320	0	304	837	0	0	0	0	536	0	0	0	0	368	272	0	0	0	0	0	0	174	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0172	BL	143	33	217	177	0	33	0	59	46	331	29	315	0	0	0	74	2	0	0	18	32	0	13	44	0	0	24	0	0	0	0	0	24	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0174	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0175	BL	1411	3011	1166	360	138	1173	0	803	0	333	886	1221	0	65	245	595	626	0	206	252	117	0	83	847	0	0	0	14	70	0	0	0	0	430	112	0	192	0	367	68	189	200	0	36	0	0	77	1260	0	135	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	238	0	0	0	83	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0176	BL	3800	0	5440	764	3	0	2573	947	0	2052	1140	6006	0	0	1343	1458	796	0	996	464	0	507	0	803	0	0	0	469	548	0	0	398	0	0	790	0	433	0	0	257	0	0	0	497	0	854	0	0	0	0	0	0	0	0	869	0	14	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0179	BL	84	0	4080	0	3312	0	866	758	0	1414	0	7871	0	0	0	533	0	0	0	0	0	0	5	685	0	0	740	0	0	0	14	0	108	804	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0180	BL	281	321	1892	0	0	1413	1938	668	0	0	682	389	0	0	0	564	146	0	0	415	131	0	0	355	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0182	BL	2746	64	2341	823	5	530	194	1101	174	896	3086	1893	25	316	189	1296	0	0	195	233	0	159	757	1820	0	0	0	0	241	0	339	79	607	164	5	0	0	216	206	156	0	0	0	354	0	0	126	314	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0183	BL	333	0	185	35	82	62	0	32	19	157	53	119	16	0	72	64	47	0	0	0	46	74	5	109	0	0	0	34	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0184	BL	299	0	114	159	0	41	0	42	0	4742	0	6783	0	0	0	49	46	55	15	48	167	1021	20	196	438	0	0	0	0	0	0	0	0	75	0	68	0	0	52	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0185	BL	1784	0	780	552	158	856	0	489	0	241	803	2029	0	0	275	566	0	0	0	0	0	154	0	1169	0	0	0	0	94	0	9	0	0	354	44	0	175	0	197	0	267	251	0	0	0	0	148	149	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0190	BL	852	0	546	125	0	746	14	51	62	0	100	886	0	0	74	332	0	0	0	0	0	0	0	4	0	0	0	0	0	0	23	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0191	BL	1254	0	2553	248	0	91	0	175	0	0	1446	1324	0	0	451	638	0	0	45	0	0	123	0	1305	158	0	0	0	0	0	52	0	119	43	169	0	0	0	132	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
