new_id	phase	F__Flavobacteriaceae	F__Bacillaceae_1	F__Oxalobacteraceae	K__Bacteria	F__Propionibacteriaceae	F__Comamonadaceae	F__Cryomorphaceae	F__Burkholderiaceae	F__Sphingomonadaceae	F__Staphylococcaceae	F__Campylobacteraceae	F__Rhodobacteraceae	F__Enterobacteriaceae	F__Moraxellaceae	F__Bacillariophyta	P__Parcubacteria	F__Pseudomonadaceae	F__Veillonellaceae	F__Microbacteriaceae	F__Cytophagaceae	F__Bacteroidaceae	F__Cryptomonadaceae	F__Oligoflexaceae	F__Lactobacillaceae	P__Proteobacteria	F__Brucellaceae	F__Methylobacteriaceae	F__Vibrionaceae	F__Streptophyta	F__Chlorophyta	C__Gammaproteobacteria	F__Rikenellaceae	F__Corynebacteriaceae	F__Lachnospiraceae	C__Alphaproteobacteria	O__Blastocatella	F__Demequinaceae	F__Caulobacteraceae	F__Saprospiraceae	F__Prevotellaceae	F__Alcaligenaceae	C__Deltaproteobacteria	F__Streptococcaceae	F__Coriobacteriaceae	F__Enterococcaceae	F__Polyangiaceae	F__Porphyromonadaceae	C__Bacilli	O__Rhizobiales	F__Neisseriaceae	F__Burkholderiales_incertae_sedis	F__Hyphomicrobiaceae	F__Legionellaceae	F__GpI	C__Cyanobacteria	F__Bacteriovoracaceae	F__Acetobacteraceae	P__Cyanobacteria.Chloroplast	F__Micrococcaceae	F__Pasteurellaceae	F__Segniliparaceae	F__Erythrobacteraceae	F__Gemmatimonadaceae	F__Ruminococcaceae	F__Carnobacteriaceae	O__Burkholderiales	F__Solirubrobacteraceae	F__Listeriaceae	P__Candidatus_Saccharibacteria	F__Bacillales_Incertae_Sedis_X	O__Actinomycetales	P__Firmicutes	P__Bacteroidetes	F__Ectothiorhodospiraceae	F__Clostridiaceae_1	C__Actinobacteria	F__Chitinophagaceae	F__Bradyrhizobiaceae	F__Methylophilaceae	F__Phyllobacteriaceae	F__Rhizobiaceae	F__Flammeovirgaceae	O__Myxococcales	F__GpVIII	F__Rickettsiaceae	F__Nocardiaceae	F__GpIIa	O__Gp6	F__Hydrogenophilaceae	O__Gp3	F__Bacillales_Incertae_Sedis_XI	O__Cytophagales	F__Coxiellaceae	F__Deinococcaceae	F__Rhizobiales_incertae_sedis	F__Thermodesulfobiaceae	F__Intrasporangiaceae	F__Desulfuromonadaceae	F__Aurantimonadaceae	F__Alteromonadaceae	F__Armatimonadaceae	F__Mycoplasmataceae	F__Caldilineaceae	F__Xanthomonadaceae	F__Labilitrichaceae	F__Verrucomicrobiaceae	O__Chloroplast	F__Rhodocyclaceae	P__SR1	F__Erysipelotrichaceae	F__Peptostreptococcaceae	C__Acidobacteria_Gp4	F__Bdellovibrionaceae	F__Actinomycetaceae	F__Gaiellaceae	F__Spirillaceae	F__Desulfovibrionaceae	F__Mycobacteriaceae	O__Aridibacter	F__Aeromonadaceae	F__Chromatiaceae	F__Leptospiraceae	F__Sutterellaceae	F__Beijerinckiaceae	F__Acidaminococcaceae	F__GpVI	F__Trueperaceae	F__Rhodospirillaceae	O__Gp4	F__Helicobacteraceae	C__Betaproteobacteria	F__Pseudonocardiaceae	F__Clostridiales_Incertae_Sedis_XI	F__Nocardioidaceae	P__Chloroflexi	F__Nakamurellaceae	F__Nannocystaceae	F__Desulfobacteraceae	F__Nitrospiraceae	Unassigned	P__Planctomycetes	O__Gammaproteobacteria_incertae_sedis	F__Sandaracinaceae	F__GpXI	C__Spartobacteria	F__Beutenbergiaceae	O__Gp16	F__Aerococcaceae	F__Phycisphaeraceae	F__GpX	F__Geodermatophilaceae	O__Clostridiales	C__Epsilonproteobacteria	O__Chromatiales	F__Methylocystaceae	O__Bacteroidales	F__Sphingobacteriaceae	O__Sphingobacteriales	P__Acidobacteria	F__Iamiaceae	C__Acidobacteria_Gp3	F__Brevibacteriaceae	O__Flavobacteriales	F__Acidimicrobineae_incertae_sedis	O__Gp17	F__Fibrobacteraceae	F__Cystobacteraceae	F__Sanguibacteraceae	F__Reyranella	F__Sinobacteraceae	F__Ferrovaceae	F__Patulibacteraceae	F__Methylococcaceae	F__Nitrosomonadaceae	F__Prolixibacteraceae	F__Chloroflexaceae	F__Planococcaceae	F__Geobacteraceae	F__Leptotrichiaceae	F__Cyclobacteriaceae	F__GpIIb	O__Acidimicrobiales	F__Hyphomonadaceae	O__Bacillales	O__Terriglobus	F__Umboniibacter	F__Rubrobacteraceae	F__Leuconostocaceae	F__Cellulomonadaceae	F__Methylohalomonas	F__Dermabacteraceae	F__Thiotrichaceae	F__Spirochaetaceae	F__Micromonosporaceae	O__Chloroflexales	F__Cryptosporangiaceae	F__Shewanellaceae	F__Thermoleophilaceae	F__Planctomycetaceae	F__Paenibacillaceae_1	F__Xanthobacteraceae	F__Dermacoccaceae	O__Xanthomonadales	F__Acidimicrobiaceae	F__Kineosporiaceae	P__Verrucomicrobia	F__Rhizomicrobium	C__Subdivision3	F__Haliangiaceae	F__Bacillaceae_2	C__Armatimonadetes_gp5	F__Thermaceae	F__Catabacteriaceae	F__Fusobacteriaceae	C__Chloroflexia	F__Anaeroplasmataceae	F__Peptococcaceae_1	O__Bdellovibrionales	O__Lactobacillales	F__Rhodothermaceae	O__Rhodospirillales	F__Thermoactinomycetaceae_1	F__Synergistaceae	C__Clostridia	F__Clostridiales_Incertae_Sedis_XIII	P__Microgenomates	O__Pseudomonadales	F__Anaerolineaceae	F__Tepidisphaeraceae	F__Deferribacteraceae	O__Desulfobacterales	F__Opitutaceae	C__Candidatus_Cloacamonas	F__Syntrophomonadaceae	O__Bryobacter	F__Chryseolinea	F__Natranaerovirga	O__Solirubrobacterales	F__Euglenida	F__Desulfobulbaceae	F__Gracilibacteraceae	F__Holophagaceae	F__Desulfomicrobiaceae	F__Micrococcineae_incertae_sedis	F__Dermatophilaceae	O__Campylobacterales	O__Gp11	F__Peptoniphilaceae	F__Alicyclobacillaceae	F__Tsukamurellaceae	F__Oceanospirillaceae	F__Syntrophaceae	F__Marinilabiliaceae	F__Dietziaceae	F__Geminicoccus	F__Streptomycetaceae	O__Oceanospirillales	F__Procabacteriaceae	F__GpIV	F__Rhodobiaceae	O__Eilatimonas	F__Oceanospirillales_incertae_sedis	F__Bacillales_Incertae_Sedis_XII	F__Gallionellaceae	P__candidate_division_WPS.1	F__Myxococcaceae	F__Conexibacteraceae	C__Thermomicrobia	F__Heliobacteriaceae	F__Succinivibrionaceae	O__Spirochaetales	F__Catenulisporaceae	F__Ohtaekwangia	F__Halomonadaceae	O__Granulicella	F__Sphaerobacteraceae	F__Clostridiales_Incertae_Sedis_XII	F__Pseudoalteromonadaceae	F__Sporichthyaceae	O__Gp10	F__Eubacteriaceae	F__Bifidobacteriaceae	F__Sneathiellaceae	F__Syntrophobacteraceae	F__Magnetococcaceae	F__Promicromonosporaceae	P__Actinobacteria	F__Spiroplasmataceae	F__Fimbriimonadaceae	F__Chitinivibrionaceae	O__Alteromonadales	C__Candidatus_Hydrogenedens	P__Latescibacteria	F__Sulfuricellaceae	F__Eionea	O__Candidatus_Endomicrobium	O__Sphingomonadales	P__Lentisphaerae	F__Ignavibacteriaceae	F__Christensenellaceae	F__Oligosphaeraceae	F__Orbaceae	O__Terrimicrobium	C__Opitutae	F__Sedimenticola	O__Caulobacterales	F__Victivallaceae	C__Armatimonadetes_gp4
2020-023_PSC_0127	BL	1160	5089	1761	283	229	314	51	0	385	214	0	119	161	581	78	141	215	104	188	142	82	0	153	527	39	0	34	0	0	0	103	0	259	492	25	0	0	0	43	107	91	0	0	33	0	88	166	0	49	0	0	0	0	68	0	0	58	0	0	48	0	0	0	435	0	0	0	102	0	0	22	40	0	0	0	51	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	21	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0128	BL	4021	0	772	3684	223	2453	352	423	919	102	0	374	134	10	429	452	0	315	0	154	0	110	0	0	182	0	0	0	0	250	62	0	62	0	190	0	0	0	0	314	0	0	22	0	0	68	0	0	305	0	449	0	112	0	0	206	135	0	93	0	0	0	0	0	0	0	0	0	94	0	58	0	19	0	0	0	0	50	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	112	0	0	118	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	95	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0133	BL	3874	122	0	2209	0	1867	104	602	370	0	0	246	5	112	77	522	207	0	329	158	0	367	0	288	300	0	0	0	0	0	324	0	124	133	660	0	0	211	116	0	0	246	0	0	0	57	81	0	306	210	134	0	0	0	0	144	0	0	179	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	602	0	0	101	0	0	0	0	0	0	0	0	0	0	0	218	0	86	0	0	0	0	0	0	0	0	0	0	0	30	0	57	77	96	0	0	87	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	15	54	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0136	BL	4022	9412	3054	2038	253	1274	424	372	728	151	0	546	328	1127	270	706	189	79	433	284	182	135	196	658	340	12	72	0	88	0	145	0	18	422	211	54	134	303	104	56	0	280	0	0	0	0	0	0	0	0	0	112	59	19	0	0	0	43	103	0	0	0	0	238	0	0	0	0	0	0	0	0	160	0	0	0	125	93	45	0	73	0	0	0	0	0	0	44	0	0	0	0	0	72	0	0	52	0	0	35	0	0	0	0	0	6	0	0	0	209	0	0	54	0	0	0	0	35	0	0	44	108	0	0	0	0	0	0	0	0	0	0	0	55	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0148	BL	740	296	0	383	0	220	0	0	0	0	0	93	0	0	0	205	0	0	245	9	89	0	248	40	0	0	0	0	0	14	0	0	0	108	0	0	0	0	0	0	0	28	0	0	52	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0157	BL	1105	6243	2698	767	569	443	126	0	312	156	0	406	289	847	64	17	161	77	130	97	0	0	62	825	199	144	360	0	222	134	0	0	121	1043	158	0	0	131	0	151	84	0	40	158	71	0	129	0	166	0	184	169	0	149	50	0	40	0	4	0	0	0	61	369	0	0	0	93	0	0	13	0	34	0	0	50	0	57	0	166	101	0	0	0	0	0	0	81	0	0	79	70	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	37	0	0	0	0	0	0	0	0	145	124	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0158	BL	5872	7066	3577	2454	325	1674	393	718	832	426	0	423	443	1160	458	258	541	0	290	356	94	110	145	1146	561	138	165	0	84	261	247	0	102	1183	314	185	50	89	58	148	0	187	377	16	405	80	0	0	131	175	99	108	261	146	154	141	0	72	0	0	0	115	0	609	0	46	0	155	0	0	0	55	218	0	0	63	363	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	99	187	142	0	86	43	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	3	0	0	0	43	0	0	0	0	0	0	0	0	108	0	0	0	0	0	40	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0160	BL	358	30	0	261	371	92	7	6	40	40	0	36	8	93	18	77	68	14	15	41	0	4	0	14	32	0	0	0	0	33	12	0	118	51	19	0	0	0	29	0	0	0	21	14	0	0	0	0	0	0	0	0	63	0	0	0	0	0	14	0	0	8	0	37	0	11	0	0	9	0	4	0	11	0	0	0	23	0	0	0	0	0	0	0	60	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0163	BL	3719	0	0	1594	3025	1592	277	223	326	387	0	120	3	216	442	444	0	0	281	526	0	272	0	0	354	0	0	0	0	313	580	0	0	383	97	0	0	0	214	0	0	160	0	0	0	42	0	0	0	0	302	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	271	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	55	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	275	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0169	BL	1174	218	17	458	377	69	96	66	18	74	0	0	17	7	10	108	20	0	45	13	21	0	0	0	62	0	0	0	4	3	62	0	64	40	10	11	17	0	0	20	0	17	0	0	0	10	0	0	0	0	0	24	17	0	0	0	11	0	0	0	0	0	8	8	0	0	7	0	8	0	13	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	92	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	51	0	6	0	8	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
2020-023_PSC_0177	BL	3362	164	67	2043	369	1010	309	244	536	608	0	301	0	87	202	828	0	0	298	325	0	270	161	8993	496	0	119	0	0	0	187	0	266	478	81	0	0	0	0	0	0	0	80	0	89	0	0	0	5	0	68	0	132	0	0	68	0	0	0	0	0	0	0	0	0	51	0	0	101	0	179	48	192	0	0	0	119	239	0	0	0	0	171	0	0	0	0	0	0	0	0	0	75	0	0	0	51	102	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	29	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0178	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0181	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0187	BL	63	59	74	75	74	13	0	0	3	23	0	20	94	64	0	0	0	4754	0	0	3199	0	0	5	31	0	0	0	0	0	0	2367	16	1134	4	0	0	0	0	2208	0	0	139	108	24	0	700	715	0	0	30	0	0	0	0	0	0	0	14	12	3	0	0	4480	0	0	0	0	0	0	10	370	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	131	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	44	18	0	0	6	0	0	18	0	0	3	0	0	127	0	28	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	358	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
2020-023_PSC_0188	BL	14018	3120	1233	2246	313	3284	1573	1318	301	358	0	213	328	630	213	149	259	0	409	274	0	223	118	922	460	37	0	0	0	179	276	0	68	994	293	32	0	32	34	71	0	158	131	29	63	64	0	0	77	0	175	55	130	0	26	85	31	0	48	0	64	20	0	249	0	28	0	17	94	0	36	37	66	62	0	28	96	40	82	21	0	11	95	11	13	0	0	105	0	84	0	26	27	0	41	0	59	0	0	0	0	0	166	0	49	41	0	66	0	0	0	0	34	40	0	0	0	0	0	0	23	28	0	73	0	0	0	19	19	0	7	0	0	109	46	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	12	0	0	0	21	0	12	47	36	0	0	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0	0	29	0	18	0	12	76	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0193	BL	2466	3106	1475	626	464	779	45	224	273	344	0	118	140	93	201	332	132	34	186	143	167	164	46	451	302	4	0	0	63	66	54	38	0	237	65	0	0	0	66	66	68	23	0	111	0	0	126	0	202	0	31	0	38	0	0	0	53	0	0	0	73	0	6	0	55	0	0	30	124	0	123	0	15	0	0	0	88	0	53	0	0	0	0	0	0	0	0	0	0	55	0	96	0	24	0	0	118	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	32	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	81	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	48	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
